Object,Close-Approach (CA) Date,CA Distance Minimum (au),V relative (m/s),Estimated Diameter(meters),Mass(Kg),Force(joules),Megatons(TNT),Damage,Extinction
(2017 XC62),2022,0.0429,4320.0,118,15485211782.439856,33448057450070.09,125.56783024752905,Mount Krakatoa comparable,0
(2018 CA1),2022,0.01642,15130.0,30,254469004.94079,1925058022377.0764,2181.752420539412,Continent exterminated,0
(2007 UY1),2022,0.03555,6580.0,90,6870663133.40133,22604481708890.37,185.80386199910683,Mount Krakatoa comparable,0
(2018 CW2),2022,0.00433,10790.0,26,165649897.43849352,893681196680.6725,4699.662492172511,Continent exterminated,0
455176 (1999 VF22),2022,0.03587,25100.0,250,147262155637.03125,1848140053244742.5,2.2725550439893043,Entirety of Paris destroyed,0
(2017 CX1),2022,0.01693,5030.0,5987,2022548300737718.5,5.086708976355362e+18,0.0008256812055737675,Multiple city blocks,0
138971 (2001 CB21),2022,0.03283,12020.0,442,813837946115.3187,4891166056153066.0,0.85869094440505,Entirety of Paris destroyed,0
(2015 DR215),2022,0.044789999999999996,8310.0,290,229860909685.2195,955072079742087.2,4.39757384713224,Entirety of Paris destroyed,0
(2016 FZ12),2022,0.00535,8330.0,15,31808625.61759875,132482925697.2988,31702.198437225743,Major extinction event,1
(2013 BO76),2022,0.0341,13750.0,270,185507904601.83594,1275366844137622.0,3.2931701332097565,Entirety of Paris destroyed,0
(2011 GE3),2022,0.014980000000000004,7050.0,21,87282868.69469097,307672112148.7857,13650.895983607841,Major extinction event,1
(2012 FX35),2022,0.01775,5870.0,23,114671273.4486886,336560187571.901,12479.194376199752,Major extinction event,1
(2010 GD35),2022,0.045239999999999995,12510.0,42,698262949.5575278,4367634749482.336,961.6188717469554,Minor extiction event,0
(2016 GW221),2022,0.0227,6050.0,36,439722440.5376852,1330160382626.4978,3157.513977154241,Continent exterminated,0
(2012 TV),2022,0.0018,18130.0,30,254469004.94079,2306761529788.2607,1820.7343697055333,Continent exterminated,0
363599 (2004 FG11),2022,0.04942,24500.0,210,87282868694.69098,1069215141509964.4,3.9281149667116453,Entirety of Paris destroyed,0
(2017 UR2),2022,0.0291,9350.0,6990,3218864199550717.0,1.5048190132899602e+19,0.0002791033315573021,Large city block,0
418135 (2008 AG33),2022,0.02167,10390.0,390,559068403854.9156,2904360358026287.0,1.4461015446630698,Entirety of Paris destroyed,0
(2017 XO2),2022,0.04824,12430.0,112,13241134450.868671,82293650612148.8,51.0367442537537,Mount Krakatoa comparable,0
(2017 HG1),2022,0.042660000000000003,6000.0,7985,4798393817379585.0,1.4395181452138754e+19,0.0002917642972382254,Large city block,0
467460 (2006 JF42),2022,0.038169999999999996,11310.0,480,1042305044237.4758,5894235025162926.0,0.7125606600466199,Entirety of Paris destroyed,0
(2012 UX68),2022,0.00586,8160.0,50,1178097245.09625,4806636759992.7,873.7918444260347,Minor extiction event,0
388945 (2008 TZ3),2022,0.03837,8220.0,270,185507904601.83594,762437487913545.8,5.5086483371817705,Entirety of Paris destroyed,0
(2013 UX),2022,0.03586,16129.999999999998,130,20706237179.811687,166995802855181.25,25.150332692147003,Entirety of Paris destroyed,0
7335 (1989 JA),2022,0.0269,13120.0,1003,9509855685890.877,6.238465329944415e+16,0.06732425008182938,Entirety of Paris destroyed,0
(2015 WP2),2022,0.016669999999999997,11500.0,3002,254978282318076.4,1.4661251233289393e+18,0.0028646941063690447,Multiple city blocks,0
(2015 OQ21),2022,0.04689,6570.0,6984,3210582391782805.0,1.0546763157006514e+19,0.000398226445163872,Large city block,0
349068 (2006 YT13),2022,0.04517,22940.0,423,713332858499.1263,8181927886984979.0,0.5133264504421939,Entirety of Paris destroyed,0
(2017 RX2),2022,0.035339999999999996,14260.0,17,46303934.12126301,330147050284.6053,12721.603892505971,Major extinction event,1
(2016 CZ31),2022,0.01791,15590.0,123,17538258289.52419,136710723366841.05,30.721803649081586,Entirety of Paris destroyed,0
(2013 CU83),2022,0.04645,5880.0,170,46303934121.263016,136133566316513.28,30.85205297740394,Entirety of Paris destroyed,0
(2015 FF),2022,0.02685,9100.0,15,31808625.61759875,144729246560.0743,29019.70472330664,Major extinction event,1
(2015 QH3),2022,0.01318,7000.0,13,20706237.179811686,72471830129.3409,57953.55233204732,Major extinction event,1
(2017 BU),2022,0.03305,7040.0,32,308831124.21851134,1087085557249.16,3863.541348693827,Continent exterminated,0
(2016 HF2),2022,0.04803,5550.0,20,75398223.68616001,209230070729.094,20073.596426003496,Major extinction event,1
(2018 ER1),2022,0.03704,4030.0000000000014,24,130288130.52968448,262530583017.3144,15998.136109433784,Major extinction event,1
(2004 UT1),2022,0.00592,6400.0,15,31808625.61759875,101787601976.316,41262.392653451636,Major extinction event,1
(2005 LW3),2022,0.00761,13490.0,150,31808625617.59875,214549179790703.6,19.57593128110381,Entirety of Paris destroyed,0
(2010 VQ),2022,0.02937,3880.0,6990,3218864199550717.0,6.244596547128392e+18,0.0006725814819744264,Multiple city blocks,0
(2009 HV58),2022,0.02715,28860.0,390,559068403854.9156,8067357067626434.0,0.5206165990661571,Entirety of Paris destroyed,0
(2017 QL33),2022,0.04097,6900.0,190,64644552032.92144,223023704513578.97,18.832078900134487,Entirety of Paris destroyed,0
(2003 YS70),2022,0.01381,4140.0,5000,1178097245096250.2,2.4386612973492383e+18,0.0017222563890136324,Multiple city blocks,0
(2015 RN35),2022,0.00458,5910.0,76,4137251330.1069713,12225577680466.1,343.542048463748,Minor extiction event,0
(2016 YE),2022,0.0283,4750.0,21,87282868.69469097,207296813149.89105,20260.80351251269,Major extinction event,1
(2014 HK129),2022,0.01704,11580.0,200,75398223686.16,436555715142866.4,9.620765126452453,Entirety of Paris destroyed,0
(2010 XC15),2022,0.0051600000000000005,10100.0,170,46303934121.263016,233834867312378.25,17.961393218528237,Entirety of Paris destroyed,0
(2014 LJ),2023,0.01009,3450.0,4991,1171746964207289.5,2.0212635132575744e+18,0.0020779081858708567,Multiple city blocks,0
(2012 BV13),2023,0.029189999999999997,6680.0,123,17538258289.52419,58577782687010.79,71.69953875586555,Mount Krakatoa comparable,0
(2015 DG200),2023,0.00813,18690.0,150,31808625617.59875,297251606396460.3,14.129444247302859,Entirety of Paris destroyed,0
(2017 CP),2023,0.02024,7290.0,13,20706237.179811686,75474234520.41359,55648.12981129371,Major extinction event,1
(2017 DU34),2023,0.03295,11070.0,14,25861590.72435288,143143904659.2932,29341.102647693682,Major extinction event,1
367789 (2011 AG5),2023,0.01213,9920.0,140,25861590724.352882,128273489992790.3,32.74254095866624,Entirety of Paris destroyed,0
199145 (2005 YY128),2023,0.03073,24650.0,394,576447543618.1282,7104715975093430.0,0.5911566366232913,Entirety of Paris destroyed,0
37638 (1993 VB),2023,0.04363,11070.0,450,858832891675.1663,4753640055422045.0,0.8835334503733495,Entirety of Paris destroyed,0
(2012 DK31),2023,0.032330000000000005,15540.0,140,25861590724.352882,200944559928221.9,20.90128740733392,Entirety of Paris destroyed,0
(2006 BE55),2023,0.02394,13320.0,140,25861590724.352882,172238194224190.2,24.384835308556237,Entirety of Paris destroyed,0
(2017 BM123),2023,0.030760000000000006,7820.0,62,2246188481.8343925,8782596963972.475,478.21846057937375,Minor extiction event,0
(2007 ED125),2023,0.03003,13060.0,210,87282868694.69098,569957132576332.1,7.368975243831185,Entirety of Paris destroyed,0
(2015 BY310),2023,0.02695,7720.0,150,31808625617.59875,122781294883931.16,34.20716489405317,Entirety of Paris destroyed,0
(2016 WH),2023,0.0454,11760.0,13,20706237.179811686,121752674617.29272,34496.1621024091,Major extinction event,1
(2018 FE3),2023,0.01942,5440.0,8987,6840933244378856.0,1.860733842471049e+19,0.00022571739730505526,Large city block,0
(2017 SE12),2023,0.00688,8350.0,14,25861590.72435288,107972141274.17328,38898.922911373535,Major extinction event,1
(2016 GH1),2023,0.00278,5840.0,7985,4798393817379585.0,1.4011309946748387e+19,0.00029975783962831365,Large city block,0
(2018 FD),2023,0.040760000000000005,8100.0,42,698262949.5575278,2827964945707.9883,1485.1669241425195,Continent exterminated,0
436774 (2012 KY3),2023,0.03197,17550.0,442,813837946115.3187,7141427977161922.0,0.5881176724643135,Entirety of Paris destroyed,0
(2006 HV5),2023,0.01617,17420.0,370,477393278046.8828,4158095451788349.5,1.0100778225746665,Entirety of Paris destroyed,0
(2012 KP24),2023,0.0005099999999999999,12340.0,17,46303934.12126301,285695273528.1928,14700.978242069299,Major extinction event,1
(2017 UJ2),2023,0.00773,5630.0,2001,75511377579781.78,2.1256452788708573e+17,0.019758705940960384,Levels most large city,0
488453 (1994 XD),2023,0.02114,21470.0,500,1178097245096.25,1.2646873926108244e+16,0.3320978784590797,Entirety of Paris destroyed,0
467336 (2002 LT38),2023,0.0445,7150.0,260,165649897438.4935,592198383342614.2,7.09221794273306,Entirety of Paris destroyed,0
(2008 LG2),2023,0.026869999999999998,5610.0,30,254469004.94079,713785558858.9159,5884.120164485082,Major extinction event,1
(2018 BG5),2023,0.0268,8380.0,52,1325199179.5079482,5552584562138.303,756.4045091071208,Minor extiction event,0
(2016 AW65),2023,0.03578,5750.0,50,1178097245.09625,3387029579651.7188,1240.024600089816,Continent exterminated,0
(2014 QL433),2023,0.03575,20620.0,340,370431472970.1041,3819148486321773.5,1.0997215780015468,Entirety of Paris destroyed,0
(2004 KG1),2023,0.03594,9180.0,50,1178097245.09625,5407466354991.788,776.7038617120306,Minor extiction event,0
6037 (1988 EG),2023,0.04065,14250.0,521,1332859271468.1216,9496622309210366.0,0.4422625079999865,Entirety of Paris destroyed,0
(2017 BY32),2023,0.029060000000000002,4230.0,18,54965305.06721064,116251620217.1505,36128.52872204853,Major extinction event,1
(2012 PZ17),2023,0.03731,3580.0,15,31808625.61759875,56937439855.50176,73765.1712240476,Major extinction event,1
(2010 TE),2023,0.01679,5890.0,21,87282868.69469097,257048048305.8649,16339.357671381204,Major extinction event,1
(2016 LY48),2023,0.01107,11070.0,93,7580886126.191075,41960204708467.6,100.09484055621007,Mount Krakatoa comparable,0
(2013 TG6),2023,0.00895,4150.0,15,31808625.61759875,66002898156.5174,63633.56939327481,Major extinction event,1
(2009 UG),2023,0.0157,9000.0,72,3517779524.301481,15830007859356.664,265.318882802544,Minor extiction event,0
349507 (2008 QY),2023,0.04228,20960.0,491,1115618233720.1526,1.16916790893872e+16,0.3592298392634155,Entirety of Paris destroyed,0
(2018 ER1),2023,0.03127,5290.0,24,130288130.52968448,344612105251.01544,12187.61597750816,Major extinction event,1
(2015 KW120),2023,0.04653,13040.0,21,87282868.69469097,569084303889.3851,7380.277353100865,Major extinction event,1
(2011 GA),2023,0.017419999999999998,16590.0,230,114671273448.68855,951198213256871.6,4.41548348332083,Entirety of Paris destroyed,0
(2007 SQ6),2023,0.04933,6450.0,140,25861590724.352882,83403630086038.05,50.35752035813475,Mount Krakatoa comparable,0
(1998 HH49),2023,0.00773,14790.0,180,54965305067.21064,406468430972022.7,10.332905780545321,Entirety of Paris destroyed,0
302169 (2001 TD45),2023,0.03258,25680.0,340,370431472970.1041,4756340112936137.0,0.8830318901242951,Entirety of Paris destroyed,0
(2004 UU1),2023,0.02725,17430.0,200,75398223686.16,657095519424884.4,6.3917647828066215,Entirety of Paris destroyed,0
(2016 WY),2023,0.019219999999999998,3950.0,4003,604543975646119.6,1.1939743519010862e+18,0.003517663501994509,Multiple city blocks,0
363505 (2003 UC20),2023,0.03511,7970.0,364,454543318571.2263,1811355124506336.8,2.318706002581719,Entirety of Paris destroyed,0
(2014 BA3),2023,0.03812,2730.0,5987,2022548300737718.5,2.760778430506986e+18,0.0015213100600864652,Multiple city blocks,0
(1998 WB2),2023,0.02815,14210.0,140,25861590724.352882,183746602096527.2,22.85756553905483,Entirety of Paris destroyed,0
139622 (2001 QQ142),2023,0.03694,6660.0,442,813837946115.3187,2710080360564011.5,1.5497695423046098,Entirety of Paris destroyed,0
(2010 XF3),2023,0.04503,3980.0,43,749335821.3269402,1491178284440.6108,2816.564621295807,Continent exterminated,0
(2016 XD2),2023,0.04465,6870.0,55,1568047433.223109,5386242933121.38,779.7643092132236,Minor extiction event,0
341843 (2008 EV5),2023,0.04224,5350.0,320,308831124218.5114,826123257284518.0,5.083987120524212,Entirety of Paris destroyed,0
(2010 UE51),2023,0.0228,1310.0,4995,1174566486474599.2,7.693410486408625e+17,0.005459217348950543,Levels half large city,0
(2002 AY1),2024,0.03878,17340.0,230,114671273448.68855,994199940800130.0,4.224502363800031,Entirety of Paris destroyed,0
(2011 CQ1),2024,0.02532,4620.0,1003,9509855685890.877,2.1967766634407924e+16,0.19118921235359326,Entirety of Paris destroyed,0
(2007 EG),2024,0.03209,8560.0,39,559068403.8549157,2392812768499.04,1755.256430963702,Continent exterminated,0
(2008 OS7),2024,0.01907,18170.0,270,185507904601.83594,1685339313307679.5,2.492079765087185,Entirety of Paris destroyed,0
(2005 FG),2024,0.02359,5800.0,55,1568047433.223109,4547337556347.017,923.6173800508355,Minor extiction event,0
(2015 DE198),2024,0.04699,14180.0,521,1332859271468.1216,9449972234708982.0,0.4444457502820739,Entirety of Paris destroyed,0
439437 (2013 NK4),2024,0.021759999999999998,16490.0,521,1332859271468.1216,1.0989424693254662e+16,0.38218561182533706,Entirety of Paris destroyed,0
(2017 SA20),2024,7.97e-05,6320.0,5987,2022548300737718.5,6.39125263033119e+18,0.0006571481746892485,Multiple city blocks,0
(2016 FT14),2024,0.04771,6230.0,36,439722440.5376852,1369735402274.8894,3066.2856439459324,Continent exterminated,0
(2014 WF6),2024,0.01831,18920.0,43,749335821.3269402,7088716869752.855,592.4908664248047,Minor extiction event,0
(2008 LD),2024,0.0041,4450.0,5005,1181635072301371.2,2.629138035870551e+18,0.0015974817383862885,Multiple city blocks,0
(1998 KY26),2024,0.03063,5270.0,26,165649897.43849352,436487479750.4304,9622.269125339919,Major extinction event,1
(2008 YN2),2024,0.01335,7730.0,18,54965305.06721064,212440904084.7691,19770.20394492436,Major extinction event,1
415029 (2011 UL21),2024,0.04439,25880.0,2994,252945242503452.53,3.273111437994676e+18,0.0012831827084302382,Multiple city blocks,0
(2010 XN),2024,0.03615,11320.0,48,1042305044.237476,5899446550384.112,711.9311894988756,Minor extiction event,0
(2017 MB3),2024,0.01248,6460.0,27,185507904.6018359,599190531863.9299,7009.456552884546,Major extinction event,1
(2011 MW1),2024,0.025789999999999997,8039.999999999999,118,15485211782.439856,62250551365408.21,67.46928192404546,Mount Krakatoa comparable,0
(2011 AM24),2024,0.04311,6200.0,260,165649897438.4935,513514682059329.9,8.178928756538932,Entirety of Paris destroyed,0
(2012 OD1),2024,0.03822,23690.0,491,1115618233720.1526,1.3214497978415208e+16,0.3178327324171038,Entirety of Paris destroyed,0
(2017 TU1),2024,0.0016899999999999999,10190.0,19,64644552.03292143,329363992607.7347,12751.849304310894,Major extinction event,1
(2012 SX49),2024,0.0208,4270.0,19,64644552.03292143,138016118590.28726,30431.228199280562,Major extinction event,1
(2016 RJ20),2024,0.02729,14860.0,59,1935651472.804982,14381890442941.016,292.0339309121537,Minor extiction event,0
(2007 RX8),2024,0.02276,6990.0,42,698262949.5575278,2440429008703.56,1721.0088820535636,Continent exterminated,0
(2016 TU19),2024,0.01615,9970.0,43,749335821.3269402,3735439069314.797,1124.3658167259086,Continent exterminated,0
(2013 FW13),2024,0.02171,15560.0,140,25861590724.352882,201203175835465.44,20.874421999355334,Entirety of Paris destroyed,0
(2015 SH),2024,0.0042899999999999995,5860.0,5990,2025590234504240.0,5.934979387097423e+18,0.0007076688436577813,Multiple city blocks,0
(2014 FP47),2024,0.03257,8640.0,118,15485211782.439856,66896114900140.18,62.78391512376452,Mount Krakatoa comparable,0
363027 (1998 ST27),2024,0.0238,16630.0,420,698262949557.5278,5806056425570844.0,0.723382566780181,Entirety of Paris destroyed,0
(2015 HM1),2024,0.012320000000000001,10860.0,30,254469004.94079,1381766696828.4895,3039.586935797542,Continent exterminated,0
363305 (2002 NV16),2024,0.03021,4870.0,170,46303934121.263016,112750079585275.44,37.250528030212564,Entirety of Paris destroyed,0
(2016 VA),2024,0.0007599999999999999,21160.0,7982,4792987515389937.0,5.070980791282554e+19,8.282421434567759e-05,Large city block,0
(2009 WB105),2024,0.03868,18900.0,67,2834624493.815068,26787201466552.39,156.79129472499372,Mount Krakatoa comparable,0
(2006 WB),2024,0.00596,4200.0,87,6206244561.500928,13033113579151.95,322.25607292477,Minor extiction event,0
(2018 DC4),2024,0.04217,4490.0,8981,6827240732222686.0,1.532715544383993e+19,0.0002740234491252585,Large city block,0
447755 (2007 JX2),2024,0.03698,12220.0,370,477393278046.8828,2916872928866454.0,1.4398981726064397,Entirety of Paris destroyed,0
(2007 XB23),2024,0.00065,4770.0,13,20706237.179811686,49384375673.85087,85047.14178707151,Major extinction event,1
(2017 YD2),2024,0.02833,9910.0,3997,601829639084480.0,2.9820658616635986e+18,0.0014084195972978795,Multiple city blocks,0
(2012 UK171),2025,0.027280000000000002,6360.0,43,749335821.3269402,2382887911819.67,1762.567168672533,Continent exterminated,0
(2002 CC14),2025,0.01043,12670.0,36,439722440.5376852,2785641660806.236,1507.731614978939,Continent exterminated,0
(2016 CO248),2025,0.025889999999999996,5910.0,7985,4798393817379585.0,1.4179253730356675e+19,0.00029620740836368054,Large city block,0
(2012 PB20),2025,0.00746,4270.0,34,370431472.9701041,790871194791.1722,5310.5992829957595,Major extinction event,1
(2004 XG),2025,0.03991,9090.0,50,1178097245.09625,5354451978962.456,784.3939989567043,Minor extiction event,0
(2016 AX165),2025,0.03805,9200.0,83,5388965515.854796,24789241372932.066,169.42833936766112,Mount Krakatoa comparable,0
(2015 BK509),2025,0.0086,14590.0,112,13241134450.868671,96594075819086.95,43.480927421121216,Entirety of Paris destroyed,0
(2015 BY310),2025,0.02455,7860.0,150,31808625617.59875,125007898677163.1,33.59787696973161,Entirety of Paris destroyed,0
(2009 FX4),2025,0.0061600000000000005,7720.0,27,185507904.6018359,716060511763.0865,5865.4260792272225,Major extinction event,1
(2007 SQ6),2025,0.027610000000000003,6580.0,140,25861590724.352882,85084633483120.98,49.36261494072478,Entirety of Paris destroyed,0
(2017 RN16),2025,0.02196,8620.0,5005,1181635072301371.2,5.09284716161891e+18,0.0008246860482388612,Multiple city blocks,0
